identifier,label,set
Q9BEC7,Cytoplasm,
P48008,Cytoplasm,
Q9P6I2,Cytoplasm,
Q49MG5,Cytoplasm,
Q7Z2X4,Cytoplasm,
Q9HCK5,Cytoplasm,
Q498G2,Cytoplasm,
Q12134,Cytoplasm,test
Q5A0M4,Cytoplasm,
Q9URY4,Cytoplasm,
Q9URY3,Cytoplasm,
Q9URY1,Cytoplasm,
Q8BL65,Cytoplasm,test
Q10218,Cytoplasm,
Q75J96,Cytoplasm,test
P84183,Cytoplasm,
O74648,Cytoplasm,test
O74561,Cytoplasm,test
P50526,Cytoplasm,
P50527,Cytoplasm,
O74484,Cytoplasm,
Q96GE4,Cytoplasm,
O94245,Cytoplasm,
Q67Z52,Cytoplasm,
Q7M6Y5,Cytoplasm,test
Q12044,Cytoplasm,
P38738,Cytoplasm,
P34808,Cytoplasm,
F4IK01,Cytoplasm,
P62081,Cytoplasm,
Q8LAD0,Cytoplasm,
Q3UJP5,Cytoplasm,
Q96F86,Cytoplasm,
Q9I8X5,Cytoplasm,
Q06251,Cytoplasm,
Q9D7V1,Cytoplasm,
Q7TNC6,Cytoplasm,
Q27249,Cytoplasm,test
Q6PD74,Cytoplasm,
Q9CQ25,Cytoplasm,
Q84ZT9,Cytoplasm,test
Q08925,Cytoplasm,test
P40487,Cytoplasm,
Q7T3U0,Cytoplasm,
P40483,Cytoplasm,
F4IVV0,Cytoplasm,test
Q8L7Y8,Cytoplasm,
O74798,Cytoplasm,
P39517,Cytoplasm,
O94536,Cytoplasm,
Q500Y9,Cytoplasm,
Q9SRV5,Cytoplasm,
Q6PGN3,Cytoplasm,
O94274,Cytoplasm,
Q5H9J7,Cytoplasm,
Q9ULC4,Cytoplasm,
Q9LZ82,Cytoplasm,
O54975,Cytoplasm,
O74363,Cytoplasm,
O54754,Cytoplasm,
O44740,Cytoplasm,
Q78P75,Cytoplasm,
Q9CQ07,Cytoplasm,
Q1JQ73,Cytoplasm,
Q07617,Cytoplasm,
Q9US60,Cytoplasm,
Q9UL18,Cytoplasm,
Q9BYG8,Cytoplasm,test
P26263,Cytoplasm,
Q5QE80,Cytoplasm,
Q9C099,Cytoplasm,
Q54RP0,Cytoplasm,test
O94441,Cytoplasm,
P50942,Cytoplasm,
Q08726,Cytoplasm,
P35997,Cytoplasm,test
Q8CA72,Cytoplasm,
Q9NNW5,Cytoplasm,
O42973,Cytoplasm,test
Q06673,Cytoplasm,
Q8GYX3,Cytoplasm,
Q9P278,Cytoplasm,test
P78371,Cytoplasm,
Q0HA38,Cytoplasm,test
Q9SEX2,Cytoplasm,test
P51813,Cytoplasm,test
Q8NBC4,Cytoplasm,
Q09855,Cytoplasm,
Q9ULA0,Cytoplasm,
Q8IYY4,Cytoplasm,test
Q8VCK3,Cytoplasm,
Q6W3C0,Cytoplasm,
Q5SW45,Cytoplasm,
Q1G7G9,Cytoplasm,test
Q7TNR9,Cytoplasm,
Q9SB60,Cytoplasm,test
Q22866,Cytoplasm,test
A8K8P3,Cytoplasm,
Q8IRY7,Cytoplasm,
Q9VNP5,Cytoplasm,
P53949,Cytoplasm,
Q08217,Cytoplasm,test
P53974,Cytoplasm,test
Q9NZJ4,Cytoplasm,
D2XV59,Cytoplasm,
Q4V7Y7,Cytoplasm,
Q9NFU0,Cytoplasm,
Q9QYP6,Cytoplasm,
P87262,Cytoplasm,test
O76337,Cytoplasm,
P18091,Cytoplasm,
Q9JHW9,Cytoplasm,test
P53893,Cytoplasm,test
P53892,Cytoplasm,
O49523,Cytoplasm,test
Q8C142,Cytoplasm,
Q940X9,Cytoplasm,
Q9S816,Cytoplasm,
A3AZ88,Cytoplasm,
Q7TSH4,Cytoplasm,
O15033,Cytoplasm,
Q5JTW2,Cytoplasm,
Q9NJE9,Cytoplasm,
Q9JMH6,Cytoplasm,
Q9FE46,Cytoplasm,
Q5JR59,Cytoplasm,
O36025,Cytoplasm,test
O64587,Cytoplasm,
P10155,Cytoplasm,
Q10179,Cytoplasm,
P46086,Cytoplasm,
P81274,Cytoplasm,
O60058,Cytoplasm,
O13905,Cytoplasm,test
Q8NEC7,Cytoplasm,test
Q9UK97,Cytoplasm,test
Q9UK96,Cytoplasm,test
E1BC52,Cytoplasm,
P35573,Cytoplasm,
P53094,Cytoplasm,test
Q9CA28,Cytoplasm,
Q9VCU7,Cytoplasm,
Q1ENB6,Cytoplasm,
Q8MPQ7,Cytoplasm,
O14030,Cytoplasm,
Q9C9X0,Cytoplasm,
Q9SJ20,Cytoplasm,
Q62688,Cytoplasm,
Q12221,Cytoplasm,
Q04067,Cytoplasm,
Q9URV8,Cytoplasm,
F4HZB2,Cytoplasm,
Q3E841,Cytoplasm,
P15705,Cytoplasm,test
P0CX43,Cytoplasm,
A0A8M2,Cytoplasm,
P0CX47,Cytoplasm,
P0CX45,Cytoplasm,
P0CX44,Cytoplasm,
P0CX48,Cytoplasm,
O80438,Cytoplasm,
P38854,Cytoplasm,test
Q9ZWR8,Cytoplasm,
P10081,Cytoplasm,
Q96JN8,Cytoplasm,
Q9H5X1,Cytoplasm,
O14965,Cytoplasm,
Q9UFN0,Cytoplasm,
Q9T0A7,Cytoplasm,
Q9XTF3,Cytoplasm,test
Q02748,Cytoplasm,
P16068,Cytoplasm,test
Q08910,Cytoplasm,
P89886,Cytoplasm,
Q6QNY1,Cytoplasm,
Q8TEP8,Cytoplasm,test
O48724,Cytoplasm,
Q12230,Cytoplasm,
Q8WQ99,Cytoplasm,
Q5SGK3,Cytoplasm,
O75011,Cytoplasm,
Q6DFA8,Cytoplasm,
O13426,Cytoplasm,
Q9XXV8,Cytoplasm,test
P38840,Cytoplasm,
Q96MA6,Cytoplasm,
Q7Z7A1,Cytoplasm,test
P98081,Cytoplasm,
Q10197,Cytoplasm,test
Q9Y7I8,Cytoplasm,test
Q3UND0,Cytoplasm,
F4I3Z5,Cytoplasm,
Q10199,Cytoplasm,
Q94FN2,Cytoplasm,
P11441,Cytoplasm,
P36059,Cytoplasm,
P36505,Cytoplasm,
O15539-2,Cytoplasm,
Q8WXX0,Cytoplasm,
Q5U2R6,Cytoplasm,
Q12129,Cytoplasm,test
Q13432,Cytoplasm,
Q9P6J6,Cytoplasm,
P07313,Cytoplasm,test
O23945,Cytoplasm,
O60303,Cytoplasm,
Q9SJF3,Cytoplasm,
O48723,Cytoplasm,test
Q9C9N6,Cytoplasm,test
Q9SRL4,Cytoplasm,
Q94K05,Cytoplasm,
Q03496,Cytoplasm,test
Q08992,Cytoplasm,
Q8K2Y9,Cytoplasm,
P10622,Cytoplasm,
Q9NXG0,Cytoplasm,test
Q9BRA2,Cytoplasm,
Q86WH2,Cytoplasm,
O74953,Cytoplasm,
Q9UBP9,Cytoplasm,
Q9JJ11,Cytoplasm,
P21550,Cytoplasm,
Q9VVI3,Cytoplasm,
Q9VVI2,Cytoplasm,
Q01989,Cytoplasm,test
Q86S05,Cytoplasm,
Q59VM7,Cytoplasm,
Q8NHQ1,Cytoplasm,
B6VQA1,Cytoplasm,
Q20898,Cytoplasm,
Q9LTT8,Cytoplasm,
O76927,Cytoplasm,test
O59697,Cytoplasm,test
O76922,Cytoplasm,
Q9UT28,Cytoplasm,
Q8N7A1,Cytoplasm,
Q9USL5,Cytoplasm,
Q96L34,Cytoplasm,
Q6P5D4,Cytoplasm,
P41888,Cytoplasm,
P0C0T4,Cytoplasm,test
Q08930,Cytoplasm,
P0C2H9,Cytoplasm,
P40494,Cytoplasm,
P0C2H7,Cytoplasm,
P0C2H6,Cytoplasm,
P84086,Cytoplasm,
P40188,Cytoplasm,
Q9M0F9,Cytoplasm,
Q4VRV8,Cytoplasm,
O94525,Cytoplasm,
O94527,Cytoplasm,test
P38697,Cytoplasm,
P38690,Cytoplasm,
Q8L5R3,Cytoplasm,
Q9VFM9,Cytoplasm,test
Q9SU29,Cytoplasm,
Q06409,Cytoplasm,
Q06408,Cytoplasm,
Q9P3W5,Cytoplasm,
Q06698,Cytoplasm,
Q56Y85,Cytoplasm,
Q9Z2R9,Cytoplasm,
Q9LZ98,Cytoplasm,
Q33DV3,Cytoplasm,
P29762,Cytoplasm,
P38277,Cytoplasm,
P48009,Cytoplasm,
Q12447,Cytoplasm,
O42956,Cytoplasm,test
Q3UCV8,Cytoplasm,
P30043,Cytoplasm,
Q12449,Cytoplasm,
Q679P3,Cytoplasm,
Q5U4F6,Cytoplasm,test
Q86XJ1,Cytoplasm,
Q12933,Cytoplasm,test
P06787,Cytoplasm,
Q04806,Cytoplasm,test
Q08732,Cytoplasm,
O74875,Cytoplasm,
Q3E7X9,Cytoplasm,test
O42943,Cytoplasm,
Q9UTR5,Cytoplasm,
O59731,Cytoplasm,
Q9AVJ9,Cytoplasm,
P0CX82,Cytoplasm,test
Q8IYX7,Cytoplasm,
Q9JKB1,Cytoplasm,
P38305,Cytoplasm,
Q8IYX3,Cytoplasm,test
Q9UTR7,Cytoplasm,
P38314,Cytoplasm,
P83326,Cytoplasm,test
B9DGU7,Cytoplasm,
O88751,Cytoplasm,
O23179,Cytoplasm,test
Q8GYM3,Cytoplasm,
Q09868,Cytoplasm,test
A1Y9I9,Cytoplasm,
P29508,Cytoplasm,
O60477,Cytoplasm,test
Q9LYG3,Cytoplasm,
Q09510,Cytoplasm,
P47147,Cytoplasm,
Q9V877,Cytoplasm,
Q9C658,Cytoplasm,test
A8JF70,Cytoplasm,
F4IIS5,Cytoplasm,
O75828,Cytoplasm,
Q8TE04,Cytoplasm,
P53933,Cytoplasm,
Q9LP21,Cytoplasm,test
Q9WV89,Cytoplasm,
P53935,Cytoplasm,
Q5BGR2,Cytoplasm,
O23304,Cytoplasm,
Q8WYK0,Cytoplasm,
Q9DCB4,Cytoplasm,
Q9H7T9,Cytoplasm,
P05319,Cytoplasm,
P05318,Cytoplasm,
Q10425,Cytoplasm,test
O94282,Cytoplasm,
Q9C8E6,Cytoplasm,
Q6TEM9,Cytoplasm,
Q12173,Cytoplasm,
O80588,Cytoplasm,
Q07825,Cytoplasm,
Q54KF1,Cytoplasm,
P25853,Cytoplasm,
Q9H867,Cytoplasm,test
Q91ZP9,Cytoplasm,
P53844,Cytoplasm,
Q54QT7,Cytoplasm,
Q9Y7X7,Cytoplasm,
P53849,Cytoplasm,
Q14194,Cytoplasm,
Q05193,Cytoplasm,
A2AG06,Cytoplasm,
F4I460,Cytoplasm,
Q14203,Cytoplasm,test
Q99MZ8,Cytoplasm,
P52554,Cytoplasm,test
P87323,Cytoplasm,test
P53965,Cytoplasm,
Q8N0Z3,Cytoplasm,
Q9Y4H4,Cytoplasm,
O36014,Cytoplasm,
Q8K4G5,Cytoplasm,test
O14040,Cytoplasm,
B9V5F5,Cytoplasm,test
Q9TW45,Cytoplasm,
O49606,Cytoplasm,test
O65570,Cytoplasm,
O43548,Cytoplasm,
Q9SJW3,Cytoplasm,test
P63041,Cytoplasm,
P63040,Cytoplasm,
P63047,Cytoplasm,
Q9UBK8-2,Cytoplasm,
Q9UBK8-3,Cytoplasm,
Q8K394,Cytoplasm,
O22558,Cytoplasm,
Q9FIE8,Cytoplasm,
O64682,Cytoplasm,
P32324,Cytoplasm,
Q02979,Cytoplasm,
P41842,Cytoplasm,
Q02753,Cytoplasm,
Q9JI91,Cytoplasm,
Q02754,Cytoplasm,
Q76LL6,Cytoplasm,
Q8CDG1,Cytoplasm,
Q9VGP6,Cytoplasm,
P85968,Cytoplasm,
Q8N3H0,Cytoplasm,
Q5SW96,Cytoplasm,
Q4P9P9,Cytoplasm,
O75005,Cytoplasm,
Q10180,Cytoplasm,
P87141,Cytoplasm,test
Q9ULL8,Cytoplasm,
Q8IWT3,Cytoplasm,test
Q9D1F4,Cytoplasm,test
P40005,Cytoplasm,
Q17353,Cytoplasm,test
O94730,Cytoplasm,
Q0WQ57,Cytoplasm,
P36041,Cytoplasm,test
P36040,Cytoplasm,
Q6NQ99,Cytoplasm,test
Q42605,Cytoplasm,
Q02197,Cytoplasm,
Q12118,Cytoplasm,test
Q9VVX0,Cytoplasm,
Q9MA55,Cytoplasm,
Q5VZE5,Cytoplasm,
P54005,Cytoplasm,test
Q9P6K0,Cytoplasm,
A0JNT9,Cytoplasm,
Q8BL48,Cytoplasm,
Q53HC0,Cytoplasm,test
Q6AY43,Cytoplasm,
Q6Q6R3,Cytoplasm,
P10986,Cytoplasm,
Q10235,Cytoplasm,
F4IV16,Cytoplasm,
Q8NEX9,Cytoplasm,
Q9BRF8,Cytoplasm,
Q920M2,Cytoplasm,
Q86WI3,Cytoplasm,test
P05745,Cytoplasm,
Q5ZC82,Cytoplasm,
Q93YV0,Cytoplasm,
Q9BUN5,Cytoplasm,
Q99JY3,Cytoplasm,
Q9NZD2,Cytoplasm,
Q9NZD4,Cytoplasm,test
P41252,Cytoplasm,
Q9VVN4,Cytoplasm,
A6BLY7,Cytoplasm,
Q06278,Cytoplasm,
Q9NWX6,Cytoplasm,
Q66GS9,Cytoplasm,
Q06709,Cytoplasm,test
Q715S9,Cytoplasm,test
P34220,Cytoplasm,
Q03758,Cytoplasm,
Q9NR46,Cytoplasm,
Q06504,Cytoplasm,
P19236,Cytoplasm,test
A6H687,Cytoplasm,
O94510,Cytoplasm,test
Q08909,Cytoplasm,test
O94513,Cytoplasm,
P50946,Cytoplasm,
Q9BW04,Cytoplasm,
O94518,Cytoplasm,
Q924M5,Cytoplasm,test
Q924M7,Cytoplasm,
Q96KP4,Cytoplasm,
Q502W7,Cytoplasm,
O59838,Cytoplasm,
O70305,Cytoplasm,
Q8IUD6,Cytoplasm,
P38689,Cytoplasm,
Q86YV0,Cytoplasm,
P38260,Cytoplasm,
F4JZC2,Cytoplasm,
Q12453,Cytoplasm,
Q12454,Cytoplasm,test
Q8N8R7,Cytoplasm,
Q9US47,Cytoplasm,test
O01775,Cytoplasm,
Q504U0,Cytoplasm,
Q7XB08,Cytoplasm,
Q9NQR4,Cytoplasm,
Q12690,Cytoplasm,
Q06070,Cytoplasm,
Q54RR8,Cytoplasm,test
F4J8D3,Cytoplasm,test
O74689,Cytoplasm,
Q86QW7,Cytoplasm,test
Q1PSW8,Cytoplasm,
O42958,Cytoplasm,
Q9NP86,Cytoplasm,
Q9YGX5,Cytoplasm,
P38315,Cytoplasm,
Q04233,Cytoplasm,
Q96QG7,Cytoplasm,test
P52304,Cytoplasm,
Q04235,Cytoplasm,test
Q9NVX0,Cytoplasm,
G5ECQ3,Cytoplasm,
Q9C1W6,Cytoplasm,test
Q9C0B0,Cytoplasm,
Q11002,Cytoplasm,
O01510,Cytoplasm,
Q3E7K4,Cytoplasm,
Q09874,Cytoplasm,
Q8MXI4,Cytoplasm,
P10506,Cytoplasm,test
P83780,Cytoplasm,
A7MAS3,Cytoplasm,test
P83783,Cytoplasm,test
P18963,Cytoplasm,
P53145,Cytoplasm,
P53923,Cytoplasm,test
P53924,Cytoplasm,
Q9Z0U5,Cytoplasm,
Q9JHQ5,Cytoplasm,
Q09800,Cytoplasm,test
A8J6X7,Cytoplasm,
Q10434,Cytoplasm,
P00924,Cytoplasm,
Q9UTK6,Cytoplasm,
Q07834,Cytoplasm,
Q5T5Y3,Cytoplasm,
A1ZAB5,Cytoplasm,
Q9M0Y9,Cytoplasm,
O95834,Cytoplasm,test
Q9XIP8,Cytoplasm,test
Q9Y7Y8,Cytoplasm,
P53327,Cytoplasm,
Q8SX86,Cytoplasm,
Q9NRN7,Cytoplasm,
Q86VQ3,Cytoplasm,
Q86VQ0,Cytoplasm,
O81644,Cytoplasm,
O81645,Cytoplasm,test
O60078,Cytoplasm,
O81643,Cytoplasm,
P32643,Cytoplasm,
Q8CI75,Cytoplasm,
O60072,Cytoplasm,
Q8TER5,Cytoplasm,
O95835,Cytoplasm,
B5DF11,Cytoplasm,
P35900,Cytoplasm,
Q6PHQ8,Cytoplasm,
P0C7Q2,Cytoplasm,
B0BNN3,Cytoplasm,
Q3KQU3,Cytoplasm,test
Q9JLI6,Cytoplasm,
O36023,Cytoplasm,
Q9JIM4,Cytoplasm,
Q6NUP7,Cytoplasm,
O43156,Cytoplasm,test
P29352,Cytoplasm,test
C7IVR4,Cytoplasm,
Q9D0M5,Cytoplasm,
P63073,Cytoplasm,
O94986,Cytoplasm,
Q8N137,Cytoplasm,
Q9FF86,Cytoplasm,
Q4G0U5,Cytoplasm,
P26374,Cytoplasm,
Q80SU3,Cytoplasm,
Q9H3Y6,Cytoplasm,
Q8TAX9,Cytoplasm,
O22765,Cytoplasm,
Q12213,Cytoplasm,
Q8CFH6,Cytoplasm,test
Q9D0S4,Cytoplasm,
Q6VTH5,Cytoplasm,
P85971,Cytoplasm,
P85973,Cytoplasm,
Q99426,Cytoplasm,
O13629,Cytoplasm,
P41279,Cytoplasm,
Q8CDD8,Cytoplasm,
Q3TTA7,Cytoplasm,test
O43024,Cytoplasm,
Q9ULC6,Cytoplasm,test
P11353,Cytoplasm,
Q9BVV6,Cytoplasm,test
Q38SD2,Cytoplasm,
A9JRD8,Cytoplasm,
P40017,Cytoplasm,
Q9JMC1,Cytoplasm,
Q9UHR4,Cytoplasm,
Q9NYS0,Cytoplasm,
O04314,Cytoplasm,
P48034,Cytoplasm,
A8J666,Cytoplasm,
P04449,Cytoplasm,
Q3UP24,Cytoplasm,
Q9IA88,Cytoplasm,
Q5XI73,Cytoplasm,
Q95QC4,Cytoplasm,
O23181,Cytoplasm,test
Q9UPZ3,Cytoplasm,
Q8WUN7,Cytoplasm,
Q16584,Cytoplasm,
O61235,Cytoplasm,
G5DGA8,Cytoplasm,
Q920N1,Cytoplasm,test
O94614,Cytoplasm,
P33313,Cytoplasm,test
O14727,Cytoplasm,
A1Z7Z9,Cytoplasm,
Q08873,Cytoplasm,
Q6QZN6,Cytoplasm,test
Q9S7H3,Cytoplasm,
O74472,Cytoplasm,
Q9VXH6,Cytoplasm,
Q9N1F5,Cytoplasm,
O61125,Cytoplasm,
Q9UUJ1,Cytoplasm,
O59679,Cytoplasm,
Q3SY84,Cytoplasm,
Q9TYU9,Cytoplasm,test
O59672,Cytoplasm,
P38788,Cytoplasm,
Q7Z569,Cytoplasm,
Q03034,Cytoplasm,
P34216,Cytoplasm,test
A8MTJ3,Cytoplasm,
P47897,Cytoplasm,
Q08911,Cytoplasm,
P0CT22,Cytoplasm,
Q6P7F1,Cytoplasm,
Q3E754,Cytoplasm,test
O14618,Cytoplasm,
P38070,Cytoplasm,test
Q9SWR3,Cytoplasm,test
Q9P0V9,Cytoplasm,
Q9LK22,Cytoplasm,
H9TB17,Cytoplasm,
Q5U259,Cytoplasm,
O74945,Cytoplasm,
D4A770,Cytoplasm,
Q9P7L4,Cytoplasm,
Q6V1X1,Cytoplasm,
Q8WZJ7,Cytoplasm,
P47095,Cytoplasm,test
Q8CGY6,Cytoplasm,
Q12463,Cytoplasm,
P40525,Cytoplasm,test
P17174,Cytoplasm,
Q9C037,Cytoplasm,
P29348,Cytoplasm,
Q96ED9,Cytoplasm,
P45819,Cytoplasm,
O94477,Cytoplasm,
O94474,Cytoplasm,
Q94981,Cytoplasm,test
B0G0Y8,Cytoplasm,
Q8R4E4,Cytoplasm,test
Q06688,Cytoplasm,test
O60114,Cytoplasm,
Q06685,Cytoplasm,test
O42923,Cytoplasm,
Q91YR1,Cytoplasm,test
Q9Y4X5,Cytoplasm,test
Q75QN6,Cytoplasm,
P47165,Cytoplasm,
Q9YGW7,Cytoplasm,test
Q9H425,Cytoplasm,test
P47163,Cytoplasm,
Q147X3,Cytoplasm,
P47169,Cytoplasm,
Q5SW79,Cytoplasm,
P05089,Cytoplasm,
O00743,Cytoplasm,
Q8UVX0,Cytoplasm,
Q9Y238,Cytoplasm,
Q9BRV8,Cytoplasm,
P0C0X0,Cytoplasm,test
P38254,Cytoplasm,
Q9C102,Cytoplasm,
Q9C104,Cytoplasm,
Q9ZSK3,Cytoplasm,test
Q8GYX9,Cytoplasm,test
Q23985,Cytoplasm,
Q5JY77,Cytoplasm,
P38732,Cytoplasm,test
P23298,Cytoplasm,
Q9Y2X7,Cytoplasm,test
Q8VDD5,Cytoplasm,
P32525,Cytoplasm,
P32527,Cytoplasm,test
Q9QX73,Cytoplasm,
Q8CH77,Cytoplasm,
Q9USR3,Cytoplasm,
E9Q735,Cytoplasm,
Q09798,Cytoplasm,
Q9FZ80,Cytoplasm,
C7AE94,Cytoplasm,
Q9V3Z6,Cytoplasm,
Q96AZ1,Cytoplasm,
O94266,Cytoplasm,
Q9SRW7,Cytoplasm,
O14192,Cytoplasm,
Q550F6,Cytoplasm,
Q8W2B8,Cytoplasm,
O35621,Cytoplasm,test
Q9S823,Cytoplasm,
Q5TZA2,Cytoplasm,test
Q92598,Cytoplasm,
P31374,Cytoplasm,test
O13651,Cytoplasm,
Q05778,Cytoplasm,
P53865,Cytoplasm,test
Q8TF74,Cytoplasm,
Q8WVN8,Cytoplasm,
Q05775,Cytoplasm,
P43643,Cytoplasm,
Q6J5K9,Cytoplasm,test
P35237,Cytoplasm,
P35236,Cytoplasm,
Q9QZR6,Cytoplasm,
O60060,Cytoplasm,
Q7RTR2,Cytoplasm,test
Q9UGK3,Cytoplasm,test
Q9SGY2,Cytoplasm,
P87308,Cytoplasm,
Q18510,Cytoplasm,
Q05881,Cytoplasm,
O17087,Cytoplasm,test
P53010,Cytoplasm,
P00359,Cytoplasm,
Q61166,Cytoplasm,
B2RX88,Cytoplasm,
Q86XT4,Cytoplasm,
Q09312,Cytoplasm,
Q96JB8,Cytoplasm,
Q8IW35,Cytoplasm,test
Q8BUR9,Cytoplasm,
O23512,Cytoplasm,
Q8N9W6,Cytoplasm,test
Q8IYB7,Cytoplasm,
Q8CFW7,Cytoplasm,
Q8K4S7,Cytoplasm,test
O75663,Cytoplasm,
Q96LR2,Cytoplasm,
G5EC24,Cytoplasm,
P12844,Cytoplasm,
Q9FIK0,Cytoplasm,
Q10447,Cytoplasm,
P00958,Cytoplasm,
Q86Z20,Cytoplasm,test
Q9BSL1,Cytoplasm,
Q9P6L5,Cytoplasm,test
Q9JI78,Cytoplasm,
Q12265,Cytoplasm,
Q8CFI0,Cytoplasm,test
Q9D0P7,Cytoplasm,
P42286,Cytoplasm,
O14306,Cytoplasm,
Q9UKF7,Cytoplasm,
P38892,Cytoplasm,
Q9XXU9,Cytoplasm,
Q640Q5,Cytoplasm,test
Q8IWV7,Cytoplasm,
Q7TQM5,Cytoplasm,
Q9FUH9,Cytoplasm,
Q05791,Cytoplasm,
Q6DUB4,Cytoplasm,
P57796,Cytoplasm,
Q8K288,Cytoplasm,
Q5SVD0,Cytoplasm,
P02994,Cytoplasm,
O60085,Cytoplasm,
O22975,Cytoplasm,
O60086,Cytoplasm,
Q14152,Cytoplasm,
Q9LDN0,Cytoplasm,
Q1K9C2,Cytoplasm,
Q9SQ68,Cytoplasm,
Q9SQ69,Cytoplasm,
A7E2U8,Cytoplasm,
Q692V3,Cytoplasm,
Q692V3-2,Cytoplasm,
Q692V3-4,Cytoplasm,
P36022,Cytoplasm,
Q9SQ67,Cytoplasm,
Q9D291,Cytoplasm,
P07347,Cytoplasm,
Q8VED2,Cytoplasm,
P41000,Cytoplasm,test
Q6W2J0,Cytoplasm,
P80405,Cytoplasm,
Q03690,Cytoplasm,
Q9UPY8,Cytoplasm,
P42843,Cytoplasm,
Q5GIS3,Cytoplasm,
P05982,Cytoplasm,
Q9UPY3,Cytoplasm,
O74407,Cytoplasm,
Q9CY02,Cytoplasm,test
Q9BKZ9,Cytoplasm,
P36154,Cytoplasm,
P36156,Cytoplasm,test
P33309,Cytoplasm,
Q5VSL9,Cytoplasm,
Q9UDY6,Cytoplasm,
Q9VHP0,Cytoplasm,
Q9UFE4,Cytoplasm,test
Q94CG5,Cytoplasm,test
A2APC3,Cytoplasm,test
Q12000,Cytoplasm,
Q12125,Cytoplasm,
Q9UUK3,Cytoplasm,test
Q16719,Cytoplasm,test
Q9ULQ0,Cytoplasm,
P36086,Cytoplasm,
Q7M3S9,Cytoplasm,
Q12008,Cytoplasm,test
Q9NWZ3,Cytoplasm,
O59667,Cytoplasm,
Q8LAH7,Cytoplasm,
Q9D5J6,Cytoplasm,
P50109,Cytoplasm,
Q14CX7,Cytoplasm,test
O74994,Cytoplasm,test
Q9VUX2,Cytoplasm,
Q03002,Cytoplasm,
Q06523,Cytoplasm,
Q9USY1,Cytoplasm,test
P25040,Cytoplasm,
Q9Y2M2,Cytoplasm,test
O74452,Cytoplasm,
Q04925,Cytoplasm,
P49638,Cytoplasm,
P38063,Cytoplasm,
Q42403,Cytoplasm,
Q54I79,Cytoplasm,
Q9R1S0,Cytoplasm,
Q9P0W8,Cytoplasm,
Q9P0W5,Cytoplasm,test
Q95XR4,Cytoplasm,
Q96K76,Cytoplasm,
Q9HDW6,Cytoplasm,
Q06146,Cytoplasm,
P34402,Cytoplasm,
P34370,Cytoplasm,
Q9U1M8,Cytoplasm,
F4HPR5,Cytoplasm,
P47089,Cytoplasm,
Q9SMT7,Cytoplasm,
O74531,Cytoplasm,test
O13839,Cytoplasm,
O74534,Cytoplasm,
P30305,Cytoplasm,
Q9LTR9,Cytoplasm,
P40516,Cytoplasm,
P39939,Cytoplasm,
P39936,Cytoplasm,test
P48524,Cytoplasm,
Q12676,Cytoplasm,
Q6DGF4,Cytoplasm,
O64538,Cytoplasm,test
Q9UBG3,Cytoplasm,
A9QM73,Cytoplasm,
P32905,Cytoplasm,test
P38339,Cytoplasm,
P40453,Cytoplasm,test
P57752,Cytoplasm,
Q19420,Cytoplasm,
P56628,Cytoplasm,
P47177,Cytoplasm,
P47176,Cytoplasm,
Q03266,Cytoplasm,test
Q15051,Cytoplasm,
Q9XEX2,Cytoplasm,
Q9Z0E1,Cytoplasm,
Q9UQW6,Cytoplasm,
O14455,Cytoplasm,
Q9BU02,Cytoplasm,
Q9USW1,Cytoplasm,
Q06333,Cytoplasm,
Q8BIL5,Cytoplasm,
P53169,Cytoplasm,
Q9C110,Cytoplasm,
Q2M2Z5,Cytoplasm,test
Q8BG18,Cytoplasm,
Q09781,Cytoplasm,test
O14185,Cytoplasm,
O14183,Cytoplasm,
Q1PFB9,Cytoplasm,
Q0WPU1,Cytoplasm,
Q5VST9-3,Cytoplasm,
P57113,Cytoplasm,
P62932,Cytoplasm,
P69301,Cytoplasm,
O94275,Cytoplasm,test
O18388,Cytoplasm,
Q9SRV1,Cytoplasm,
Q10411,Cytoplasm,
Q9H0W5,Cytoplasm,
Q12494,Cytoplasm,
Q08412,Cytoplasm,test
Q9P2K6,Cytoplasm,
Q38900,Cytoplasm,
O13865,Cytoplasm,
Q05948,Cytoplasm,
F4JWB3,Cytoplasm,
O13648,Cytoplasm,
Q39250,Cytoplasm,test
Q7ZVT3,Cytoplasm,test
P53871,Cytoplasm,test
Q5S003,Cytoplasm,test
R4ZGN4,Cytoplasm,
P35207,Cytoplasm,
Q9QY93,Cytoplasm,test
Q76G19,Cytoplasm,
Q1ECF5,Cytoplasm,test
O14077,Cytoplasm,
P83773,Cytoplasm,test
Q08257,Cytoplasm,
Q9SA73,Cytoplasm,
Q4VAA2,Cytoplasm,
Q68CZ6,Cytoplasm,test
Q02833,Cytoplasm,
P32644,Cytoplasm,
P0CX85,Cytoplasm,test
P0CX84,Cytoplasm,test
Q8K4P8,Cytoplasm,
P32316,Cytoplasm,test
Q8IYA6,Cytoplasm,
Q9D0C1,Cytoplasm,
F4JTP5,Cytoplasm,
Q9NPP4,Cytoplasm,
Q78JE5,Cytoplasm,
P51161-2,Cytoplasm,
O14228,Cytoplasm,test
P32793,Cytoplasm,test
Q8N427,Cytoplasm,test
Q8N392,Cytoplasm,
Q12271,Cytoplasm,
Q96PC2,Cytoplasm,
Q12276,Cytoplasm,
A8ICS9,Cytoplasm,
O43048,Cytoplasm,
O95819,Cytoplasm,
Q71A39,Cytoplasm,
